1,0.84,0,0,0,0
2,0.89,0,0,0,0
3,0.912,0,0,0,0
4,0.762,0,0,0,0
5,0.782,0.837,0.837,0,0
6,0.742,0.811,0.811,0,0
7,0.495,0.762,0.762,0,0
8,0.726,0.743,0.743,0,0
9,0.691,0.719,0.719,0,0
10,0.608,0.674,0.674,0,0
11,0.839,0.674,0.674,0,0
12,0.65,0.689,0.674,0.83,0.83
13,0.94,0.726,0.674,0.861,0.83
14,0.783,0.757,0.674,0.775,0.775
15,0.843,0.821,0.674,0.762,0.762
16,0.917,0.847,0.674,0.75,0.75
17,0.614,0.847,0.674,0.676,0.676
